0.000000000000000000e+00,1.114828100000000006e+02
4.298450946807860773e-01,1.114729300000000052e+02
8.596901893615721546e-01,1.114562899999999956e+02
1.289535522460937722e+00,1.114489999999999981e+02
1.719380617141723633e+00,1.114351700000000136e+02
2.149225950241088423e+00,1.114149900000000031e+02
2.579071044921875444e+00,1.113893999999999949e+02
3.018912792205810991e+00,1.113578799999999944e+02
3.448757886886597124e+00,1.113211600000000061e+02
3.878602981567383257e+00,1.112761200000000059e+02
4.308448314666748047e+00,1.112232700000000136e+02
4.738293409347533292e+00,1.111629400000000061e+02
5.168138742446899414e+00,1.110954200000000043e+02
5.597983837127686435e+00,1.110165700000000015e+02
6.027829170227050781e+00,1.109310700000000054e+02
6.467670679092407227e+00,1.108368200000000030e+02
6.897516012191772461e+00,1.107363299999999953e+02
7.328360795974731445e+00,1.106245100000000008e+02
7.758205890655516690e+00,1.105065400000000011e+02
8.188051223754882812e+00,1.103794199999999961e+02
8.617896318435667169e+00,1.102445000000000022e+02
9.047741651535034180e+00,1.101028199999999941e+02
9.487583160400390625e+00,1.099529200000000060e+02
9.917428493499757636e+00,1.097951199999999972e+02
1.034727358818054199e+01,1.096319000000000017e+02
1.077711868286132812e+01,1.094607800000000140e+02
1.120696401596069158e+01,1.092839400000000012e+02
1.163680911064147949e+01,1.091017999999999972e+02
1.206665444374084650e+01,1.089155899999999946e+02
1.249649953842163264e+01,1.087224200000000138e+02
1.292634487152099432e+01,1.085254999999999939e+02
1.336618638038635254e+01,1.083233800000000002e+02
1.379603171348571600e+01,1.081184499999999957e+02
1.422587680816650568e+01,1.079080100000000044e+02
1.465572190284729004e+01,1.076945500000000067e+02
1.508556723594665527e+01,1.074797400000000067e+02
1.551541233062743963e+01,1.072617099999999937e+02
1.594525766372680664e+01,1.070417000000000058e+02
1.638509917259216309e+01,1.068228299999999962e+02
1.681494450569152477e+01,1.066043800000000061e+02
1.724478960037231445e+01,1.063824900000000042e+02
1.767463469505310059e+01,1.061585299999999989e+02
1.810448002815246227e+01,1.059291500000000070e+02
1.853432512283324840e+01,1.056934399999999954e+02
1.896417045593261363e+01,1.054511600000000016e+02
1.939401555061340332e+01,1.052019200000000012e+02
1.983385729789733887e+01,1.049478900000000010e+02
2.026370239257812500e+01,1.046891499999999979e+02
2.069354748725891113e+01,1.044277400000000000e+02
2.112339282035827992e+01,1.041629999999999967e+02
2.155323791503906605e+01,1.038963799999999935e+02
2.198316526412963867e+01,1.036261300000000034e+02
2.241309642791747692e+01,1.033555599999999970e+02
2.285302591323852539e+01,1.030809399999999982e+02
2.328295731544494629e+01,1.028071400000000040e+02
2.371288847923278809e+01,1.025321000000000140e+02
2.414281964302062633e+01,1.022561299999999989e+02
2.457275080680847523e+01,1.019788000000000068e+02
2.500268197059631703e+01,1.016994899999999973e+02
2.543261313438415883e+01,1.014219499999999954e+02
2.586254429817200062e+01,1.011427500000000066e+02
2.630247402191161754e+01,1.008630299999999949e+02
2.673240518569946289e+01,1.005834100000000007e+02
2.716233634948730113e+01,1.003045199999999966e+02
2.778223729133605602e+01,9.989894499999999766e+01
2.826216030120849254e+01,9.958742900000000020e+01
2.874208354949951527e+01,9.927644399999999791e+01
2.921200847625732422e+01,9.896516800000000558e+01
2.969193148612976074e+01,9.865450699999999529e+01
3.017185473442077281e+01,9.834428200000000686e+01
3.065177798271179554e+01,9.803369399999999700e+01
3.113170123100281117e+01,9.772304300000000410e+01
3.161162447929382324e+01,9.741356899999999541e+01
3.209154748916625977e+01,9.710351199999999494e+01
3.257147073745727539e+01,9.679521699999999385e+01
3.305139398574829102e+01,9.648600399999999411e+01
3.352131891250610352e+01,9.617854099999999562e+01
3.400124192237854004e+01,9.587042300000000239e+01
3.448116517066955566e+01,9.556395100000000298e+01
3.496108841896057129e+01,9.525649000000002786e+01
3.544101166725158691e+01,9.495057000000002745e+01
3.592093491554259543e+01,9.464553700000000447e+01
3.640085792541503906e+01,9.434063600000000349e+01
3.688078117370604758e+01,9.403611300000000028e+01
3.735070610046386719e+01,9.373212100000000646e+01
3.783062911033630371e+01,9.342916200000000515e+01
3.831055235862731934e+01,9.312695200000000284e+01
3.879047560691833496e+01,9.282526300000000674e+01
3.927039885520935059e+01,9.252366899999999816e+01
3.975032210350036621e+01,9.222311600000000453e+01
4.023024511337280273e+01,9.192337700000000211e+01
4.071016836166381125e+01,9.162427300000000230e+01
4.119009160995482688e+01,9.132553400000000465e+01
4.167001485824584961e+01,9.102823399999999765e+01
4.213993954658508301e+01,9.073105800000000443e+01
4.261986279487609863e+01,9.043443499999999347e+01
4.309978604316711426e+01,9.013806099999999333e+01
4.357970929145812278e+01,8.984267800000000648e+01
4.405963230133056641e+01,8.954781599999998321e+01
4.453955554962158203e+01,8.925412099999998361e+01
4.501947879791260476e+01,8.896062399999998149e+01
4.549940204620360618e+01,8.866779400000000066e+01
4.597932529449462891e+01,8.837563099999999849e+01
4.644924998283385520e+01,8.808461499999999944e+01
4.692917323112487793e+01,8.779352400000000500e+01
4.740909647941589355e+01,8.750408099999999934e+01
4.788901948928832297e+01,8.721417999999999893e+01
4.836894273757935281e+01,8.692638399999999876e+01
4.884886598587035422e+01,8.663770200000000443e+01
4.932878923416137695e+01,8.635057299999998293e+01
4.980871248245239258e+01,8.606408999999999310e+01
5.028863549232482910e+01,8.577819100000000674e+01
5.075856041908263450e+01,8.549280299999998078e+01
5.123848366737365723e+01,8.520919600000000571e+01
5.171840691566467285e+01,8.492567999999999984e+01
5.219832992553711648e+01,8.464300099999999816e+01
5.267825317382812500e+01,8.436022900000000391e+01
5.315817642211913352e+01,8.407969699999998170e+01
5.363809967041015625e+01,8.379940399999998135e+01
5.411802268028259277e+01,8.352067499999998290e+01
5.459794592857360840e+01,8.324150899999999353e+01
5.506787085533142090e+01,8.296323800000000404e+01
5.554779410362243652e+01,8.268545600000000206e+01
5.602771711349487305e+01,8.240815499999999361e+01
5.650764036178588867e+01,8.213211499999999887e+01
5.698756361007689719e+01,8.185527199999999937e+01
5.746748685836791992e+01,8.158013599999998178e+01
5.794741010665892844e+01,8.130494000000000199e+01
5.842733311653136496e+01,8.103115099999999416e+01
5.890725636482238770e+01,8.075712199999998120e+01
5.937718129158020020e+01,8.048467700000000491e+01
5.985710430145264382e+01,8.021183700000000272e+01
6.033702754974363813e+01,7.994054900000000430e+01
6.081695079803466086e+01,7.966920600000000263e+01
6.129687404632568359e+01,7.939844899999999939e+01
6.177679729461669211e+01,7.912873500000000604e+01
6.225672030448913574e+01,7.885965600000000109e+01
6.273664355278014426e+01,7.859154700000000560e+01
6.320756840705871582e+01,7.832420899999998198e+01
6.368749141693115234e+01,7.805714199999999892e+01
6.416741466522216797e+01,7.779065799999999342e+01
6.464733791351318359e+01,7.752553799999998319e+01
6.512726116180419922e+01,7.725992999999998290e+01
6.560718441009521484e+01,7.699560300000000268e+01
6.608710741996763716e+01,7.673236099999998316e+01
6.656703066825866699e+01,7.646804199999998275e+01
6.704695391654968262e+01,7.620582100000000025e+01
6.751687860488891602e+01,7.594305799999999351e+01
6.799680185317993164e+01,7.568186900000000605e+01
6.847672510147094727e+01,7.542098199999998087e+01
6.895664834976196289e+01,7.516034500000000662e+01
6.943657159805297852e+01,7.490045800000000042e+01
6.991649460792541504e+01,7.464098799999999301e+01
7.039641785621643066e+01,7.438307000000000357e+01
7.087634110450744629e+01,7.412457899999998290e+01
7.135626435279846191e+01,7.386680800000000602e+01
7.183618760108949175e+01,7.360961100000000101e+01
7.230611228942871094e+01,7.335307799999998224e+01
7.278603553771971235e+01,7.309633900000000040e+01
7.326595878601074219e+01,7.284114200000000494e+01
7.374588179588316450e+01,7.258537200000000666e+01
7.422580504417419434e+01,7.233140500000000372e+01
7.470572829246520996e+01,7.207618700000000445e+01
7.518565154075622559e+01,7.182290799999999820e+01
7.566557478904722700e+01,7.156854500000000030e+01
7.613549947738647461e+01,7.131558900000000278e+01
7.661542272567749023e+01,7.106257800000000202e+01
7.709534597396850586e+01,7.081017500000000098e+01
7.757526898384094238e+01,7.055764600000001963e+01
7.805519223213197222e+01,7.030584600000000250e+01
7.853511548042297363e+01,7.005379499999999382e+01
7.901503872871400347e+01,6.980262100000000203e+01
7.949496197700499067e+01,6.955275000000000318e+01
7.997488498687744141e+01,6.930083600000000388e+01
8.044480991363525391e+01,6.905258000000000607e+01
8.092473316192626953e+01,6.880018599999999651e+01
8.140465641021728516e+01,6.855147200000000396e+01
8.188457942008972168e+01,6.830197599999999625e+01
8.236450266838073730e+01,6.805353999999999814e+01
8.284442591667173872e+01,6.780401299999999765e+01
8.332434916496275434e+01,6.755564200000000596e+01
8.380427241325376997e+01,6.730764700000000289e+01
8.428419542312622070e+01,6.705940999999999974e+01
8.475412034988403320e+01,6.681198799999999949e+01
8.523404359817503462e+01,6.656422200000000089e+01
8.571396660804748535e+01,6.631731000000000620e+01
8.619388985633850098e+01,6.606969999999999743e+01
8.667381310462950239e+01,6.582321399999999301e+01
8.715373635292051802e+01,6.557693799999999840e+01
8.763365960121153364e+01,6.533057900000000018e+01
8.811358261108398438e+01,6.508452200000000687e+01
8.858350753784179688e+01,6.483918199999999388e+01
8.906343078613281250e+01,6.459291699999999992e+01
8.954335379600526323e+01,6.434701599999999644e+01
9.002327704429625044e+01,6.410163699999999665e+01
9.050320029258728027e+01,6.385651599999999917e+01
9.098312354087826748e+01,6.361007299999999987e+01
9.146304678916931152e+01,6.336548499999999962e+01
9.194296979904176226e+01,6.312048099999999806e+01
9.242289304733276367e+01,6.287446400000000324e+01
9.289281797409057617e+01,6.262897000000000247e+01
9.337274098396301270e+01,6.238411099999999720e+01
9.385266423225401411e+01,6.213886699999999763e+01
9.433258748054502973e+01,6.189347699999999719e+01
9.481351065635679731e+01,6.164799299999999960e+01
9.529343390464782715e+01,6.140241600000000233e+01
9.577335691452024946e+01,6.115673400000000015e+01
9.625328016281129351e+01,6.091165699999999816e+01
9.673320341110226650e+01,6.066523300000000063e+01
9.720312809944154253e+01,6.041934299999999780e+01
9.768305134773254395e+01,6.017363999999999891e+01
9.816297459602355957e+01,5.992837500000000261e+01
9.864289784431456098e+01,5.968118100000000226e+01
9.912282109260557661e+01,5.943456199999999967e+01
9.960274410247799892e+01,5.918786899999999918e+01
1.000826673507690430e+02,5.894080100000000044e+01
1.005625905990600302e+02,5.869219900000000223e+01
1.010325152873992778e+02,5.844504799999999989e+01
1.015124385356903076e+02,5.819719800000000021e+01
1.019923617839813090e+02,5.794838000000000022e+01
1.024722850322723247e+02,5.769945700000000244e+01
1.029522082805633545e+02,5.745024000000000086e+01
1.034321312904358194e+02,5.719998300000000313e+01
1.039120545387267924e+02,5.694922600000000301e+01
1.043919777870178365e+02,5.669917699999999883e+01
1.048719010353088237e+02,5.644589700000000221e+01
1.053518242835998393e+02,5.619330599999999976e+01
1.058217489719390727e+02,5.593988099999999974e+01
1.063016722202300883e+02,5.568502800000000263e+01
1.067815954685211182e+02,5.542992300000000228e+01
1.072615187168121338e+02,5.517540300000000286e+01
1.077414417266845561e+02,5.491866399999999970e+01
1.082213649749755859e+02,5.466065300000000349e+01
1.087012882232665874e+02,5.440222200000000186e+01
1.091812114715576030e+02,5.414252299999999707e+01
1.096611344814300395e+02,5.388190699999999822e+01
1.101310594081878520e+02,5.361887300000000067e+01
1.106109826564788676e+02,5.335578600000000193e+01
1.110909059047698975e+02,5.309163699999999864e+01
1.115708289146423198e+02,5.282599700000000098e+01
1.120507521629333638e+02,5.255837799999999760e+01
1.125306754112243510e+02,5.228927600000000098e+01
1.130105986595153809e+02,5.201917600000000164e+01
1.134905219078063965e+02,5.174702299999999866e+01
1.139704449176788472e+02,5.147497500000000059e+01
1.144503681659698628e+02,5.119852699999999857e+01
1.149202930927276611e+02,5.092142400000000180e+01
1.154002161026000834e+02,5.064251699999999801e+01
1.158801393508911133e+02,5.036091199999999901e+01
1.163600625991821005e+02,5.007832499999999953e+01
1.168399858474731303e+02,4.979280099999999720e+01
1.173199090957641744e+02,4.950668300000000244e+01
1.177998321056366109e+02,4.921671800000000019e+01
1.182797553539275981e+02,4.892928700000000219e+01
1.187596786022186279e+02,4.863053699999999679e+01
1.192296032905578471e+02,4.833185100000000034e+01
1.197095265388488770e+02,4.803127599999999831e+01
1.201894497871398642e+02,4.772777399999999659e+01
1.206693730354309082e+02,4.742025000000000290e+01
1.211492962837219380e+02,4.711084900000000175e+01
1.216292192935943746e+02,4.679764500000000282e+01
1.221091425418853618e+02,4.648061599999999771e+01
1.225890657901764058e+02,4.615836500000000342e+01
1.230689890384673788e+02,4.583096400000000159e+01
1.235389137268066264e+02,4.549721900000000119e+01
1.240188369750976278e+02,4.516053399999999840e+01
1.244987602233886719e+02,4.481502100000000155e+01
1.249786834716796875e+02,4.446112999999999715e+01
1.254586064815521240e+02,4.410067399999999793e+01
1.259385297298431539e+02,4.372937799999999697e+01
1.264184529781341695e+02,4.334301299999999912e+01
1.268983762264251425e+02,4.293679399999999902e+01
1.273782994747161865e+02,4.250269800000000231e+01
1.278582224845886230e+02,4.203629500000000263e+01
1.283281474113464355e+02,4.153272400000000175e+01
1.288080706596374512e+02,4.098259199999999680e+01
1.292879939079284668e+02,4.038066299999999842e+01
1.297679169178009033e+02,3.971759999999999735e+01
1.302478401660919189e+02,3.898747500000000343e+01
1.307277634143829061e+02,3.818581199999999853e+01
1.312076866626739502e+02,3.733156300000000272e+01
1.316876099109649658e+02,3.643632499999999652e+01
1.321675329208374023e+02,3.552781800000000345e+01
1.326374578475952148e+02,3.461241600000000318e+01
1.331173810958862305e+02,3.370367099999999994e+01
1.335973041057586670e+02,3.280997599999999892e+01
1.340772273540496826e+02,3.194003999999999976e+01
1.345571506023406698e+02,3.109795300000000040e+01
1.350370738506317139e+02,3.028812200000000132e+01
1.355169970989227295e+02,2.951487099999999941e+01
1.359969201087951660e+02,2.878179400000000143e+01
1.364768433570861816e+02,2.808765299999999954e+01
1.369467682838439941e+02,2.743681700000000134e+01
1.374266912937164591e+02,2.682928000000000068e+01
1.379066145420074463e+02,2.626273399999999825e+01
1.383865377902984619e+02,2.573970800000000025e+01
1.388664610385894775e+02,2.525681799999999910e+01
1.393463842868804932e+02,2.481359899999999996e+01
1.398263072967529581e+02,2.440888199999999841e+01
1.403062305450439453e+02,2.404083899999999829e+01
1.407861537933349609e+02,2.370599899999999849e+01
1.412560784816742228e+02,2.340320600000000084e+01
1.417360017299652100e+02,2.312965700000000169e+01
1.422159249782562256e+02,2.288408899999999946e+01
1.426958482265472128e+02,2.266267900000000068e+01
1.431757714748382568e+02,2.246464500000000086e+01
1.436556944847106934e+02,2.228778900000000007e+01
