Time;Voltage - Dev9_ai0;Voltage - Dev9_ai1;Voltage - Dev9_ai2;Voltage - Dev9_ai3
3,64086108971581980E+9;4,91462580261961170E+0;3,17614524419797190E-2;-2,65709392489657900E+0;9,37918232862576140E-1
3,64086108971621990E+9;4,91462580261961170E+0;3,20904852826450760E-2;-3,24178527813955860E+0;1,03695720325842200E+0
3,64086108971662000E+9;4,91462580261961170E+0;3,24195181233844980E-2;-3,73368958117001970E+0;1,09618317094538890E+0
3,64086108971702000E+9;4,91495483834663190E+0;3,20904852826450760E-2;-4,13642613043213280E+0;1,13402198577510880E+0
3,64086108971742010E+9;4,91758712417413160E+0;3,17614524419797190E-2;-4,48026590453108840E+0;1,16330593928617640E+0
3,64086108971782020E+9;4,91396773116651620E+0;3,17614524419797190E-2;-4,84220268442768640E+0;1,18732536259638440E+0
3,64086108971821980E+9;4,91495483834663190E+0;3,20904852826450760E-2;-5,08930690940105900E+0;1,20739638808959460E+0
3,64086108971861980E+9;4,91330965971468010E+0;3,20904852826450760E-2;-5,19986222734242890E+0;1,21759641762667090E+0
3,64086108971901990E+9;4,91363869544044100E+0;3,20904852826450760E-2;-5,26270767027565260E+0;1,21924158369295490E+0
3,64086108971942000E+9;4,91429676689290670E+0;3,14324196013884210E-2;-5,30186268790362370E+0;1,22516418155904660E+0
3,64086108971982000E+9;4,91265158826410350E+0;3,17614524419797190E-2;-5,31864341056217340E+0;1,22088674976255460E+0
3,64086108972022010E+9;4,91298062398923460E+0;3,17614524419797190E-2;-5,30614012696588140E+0;1,22417708191170970E+0
3,64086108972062020E+9;4,90969026675209270E+0;3,20904852826450760E-2;-5,08502947191358420E+0;1,21858351726604350E+0
3,64086108972101970E+9;4,91363869544044100E+0;3,17614524419797190E-2;-4,57930495007581760E+0;1,20246088997207920E+0
3,64086108972141980E+9;4,91396773116651620E+0;3,20904852826450760E-2;-4,12227770274070070E+0;1,18271889779802870E+0
3,64086108972181990E+9;4,91462580261961170E+0;3,20904852826450760E-2;-3,77185741642956260E+0;1,16560917162828770E+0
3,64086108972221990E+9;4,91462580261961170E+0;3,17614524419797190E-2;-3,29508861026652020E+0;1,14290588167606510E+0
3,64086108972262000E+9;4,91429676689290670E+0;3,20904852826450760E-2;-2,61596482816610940E+0;1,10737029863270410E+0
3,64086108972302010E+9;4,91462580261961170E+0;3,14324196013884210E-2;-1,89340897240003850E+0;1,05801532463882750E+0
3,64086108972342010E+9;4,91363869544044100E+0;3,17614524419797190E-2;-1,18204032857260490E+0;9,96157094521241570E-1
3,64086108972381970E+9;4,91495483834663190E+0;3,17614524419797190E-2;-4,40729638360164100E-1;9,14227849528650550E-1
3,64086108972421980E+9;4,91429676689290670E+0;3,20904852826450760E-2;2,32471499616624860E-1;7,81627520561970820E-1
3,640861090746832400E+9;4,911993516814787200E+0;3,340661664604732700E-2;5,298281678511505900E+0;-7,197493946347471900E-1
3,640861090747232400E+9;4,912322552539287700E+0;3,340661664604732700E-2;5,313746375820384700E+0;-7,200784273485603100E-1
3,640861090747632500E+9;4,912980623989234600E+0;3,406468232819318700E-2;5,290384812085139100E+0;-7,190913292070102400E-1
3,640861090748032600E+9;4,912980623989234600E+0;3,307758380508560300E-2;5,024852788891732500E+0;-7,161300347803597500E-1
3,640861090748432200E+9;4,913309659714680100E+0;3,340661664604732700E-2;4,507279808967409100E+0;-6,967171045750152300E-1
3,640861090748832200E+9;4,912980623989234600E+0;3,307758380508560300E-2;4,076572783105536500E+0;-6,766461087994406500E-1
3,640861090749232300E+9;4,913638695440441000E+0;3,340661664604732700E-2;3,721873233057420000E+0;-6,595364073678097200E-1
3,640861090749632400E+9;4,912980623989234600E+0;3,340661664604732700E-2;3,205618106243305100E+0;-6,361750840843499700E-1
3,640861090750032400E+9;4,912980623989234600E+0;3,307758380508560300E-2;2,514317504705740400E+0;-5,976782551202143300E-1
3,640861090750432500E+9;4,912322552539287700E+0;3,340661664604732700E-2;1,806895130107336400E+0;-5,460201161789543000E-1
3,640861090750832600E+9;4,912651588264103500E+0;3,373564948708317900E-2;1,094538005121373800E+0;-4,841619610596915600E-1
3,640861090751232100E+9;4,912980623989234600E+0;3,340661664604732700E-2;3,496072134784511400E-1;-3,959811837446043400E-1
3,640861090751632200E+9;4,912980623989234600E+0;3,340661664604732700E-2;-3,078004026263898000E-1;-2,429809452422737300E-1
3,640861090752032300E+9;4,912651588264103500E+0;3,340661664604732700E-2;-8,382011693440867300E-1;9,690995635894914000E-2
3,640861090752432300E+9;4,912322552539287700E+0;3,340661664604732700E-2;-1,443621304381173000E+0;5,111623882051272700E-1
3,640861090752832400E+9;4,912651588264103500E+0;3,340661664604732700E-2;-2,113202811580415600E+0;8,007114377388475600E-1
3,640861090753232500E+9;4,912651588264103500E+0;3,373564948708317900E-2;-2,753829564071876000E+0;9,576602194441877800E-1
3,640861090753632500E+9;4,911993516814787200E+0;3,340661664604732700E-2;-3,323056408928551300E+0;1,046499164445915800E+0
3,640861090754032100E+9;4,912980623989234600E+0;3,340661664604732700E-2;-3,807392988561855100E+0;1,102105767938055300E+0
3,640861090754432200E+9;4,912322552539287700E+0;3,340661664604732700E-2;-4,191045644278996300E+0;1,138628450304638400E+0
3,640861090754832300E+9;4,912651588264103500E+0;3,373564948708317900E-2;-4,537188676543321400E+0;1,164622072052317500E+0
3,640861090755232300E+9;4,914954838346631900E+0;3,406468232819318700E-2;-4,890899647886069300E+0;1,189299561803540500E+0
3,640861090755632400E+9;4,913309659714680100E+0;3,406468232819318700E-2;-5,106087625989849800E+0;1,207396388089594600E+0
3,640861090756032500E+9;4,912322552539287700E+0;3,406468232819318700E-2;-5,207430002835242700E+0;1,215293185139440000E+0
3,640861090756432500E+9;4,913638695440441000E+0;3,373564948708317900E-2;-5,266327041541454300E+0;1,217267384413811800E+0
3,640861090756832100E+9;4,913638695440441000E+0;3,340661664604732700E-2;-5,300875586586102800E+0;1,217267384413811800E+0
